price,bed,bath,sqft,acre_sqft_lot,address
"$525,500",3bed,1.5bath,"1,015sqft","4,992sqft lot","2820 Laguna St, Concord, CA 94518"
"$565,000",3bed,1bath,"1,378sqft","7,841sqft lot","1134 Redwood St, Corona, CA 92879"
"$235,000",2bed,1bath,816sqft,"6,250sqft lot","913 Garfield Ave, Madera, CA 93638"
"$550,000",3bed,2bath,"1,244sqft",2acre lot,"5150 Weeping Willow Way, Paso Robles, CA 93446"
"$1,649,900",4bed,3.5bath,"3,626sqft",1.39acre lot,"2528 Valerie Dr, Fallbrook, CA 92028"
"$258,888",2bed,1bath,864sqft,0.79acre lot,"995 N Hughes Ave, Fresno, CA 93728"
"$489,000",4bed,2bath,"1,948sqft",0.42acre lot,"7650 Rockaway Ave, Yucca Valley, CA 92284"
"$838,000",6bed,3bath,"2,345sqft","8,250sqft lot","342 S Avenue 19, Los Angeles, CA 90031"
"$559,900",2bed,1bath,912sqft,"9,583sqft lot","3664 Blair St, Corona, CA 92879"
"$445,000",2bed,2bath,"1,513sqft","5,662sqft lot","1457 Via Rojas, Hemet, CA 92545"
"$899,900",4bed,2.5bath,"2,016sqft","6,800sqft lot","8281 Kaplan Dr, San Diego, CA 92123"
"$530,000",3bed,2bath,"2,200sqft","7,841sqft lot","78572 Pompeii Ct, La Quinta, CA 92253"
"$475,000",3bed,2.5bath,"1,317sqft","5,663sqft lot","13593 Plato Dr, Moreno Valley, CA 92553"
"$1,488,888",3bed,2bath,"1,513sqft","6,086sqft lot","7319 Pawtucket Way, San Jose, CA 95139"
"$489,000",5bed,3bath,"2,752sqft","7,083sqft lot","39225 23rd St W, Palmdale, CA 93551"
"$106,000",3bed,2bath,"1,056sqft","3,500sqft lot","14925 Great Southern Overland Stage Rte Unit D13, Julian, CA 93026"
"$1,150,000",4bed,3bath,"2,050sqft",0.66acre lot,"665 Bull Frog Cir, Walnut, CA 91789"
"$699,000",7bed,2bath,"3,666sqft",0.37acre lot,"889 6th St, Arcata, CA 95521"
"$75,000",2bed,2bath,840sqft,"4,000sqft lot","14925 Great Southern Overland Stage Rte Unit A8, Julian, CA 93026"
"$650,000",3bed,2bath,"1,600sqft",19.72acre lot,"12376 E Dinuba Ave, Selma, CA 93662"
"$495,000",3bed,2bath,"1,723sqft","9,705sqft lot","570 S Maag Ave, Oakdale, CA 95361"
"$200,000",1bed,1bath,776sqft,"7,672sqft lot","6668 Clare Ave, Twentynine Palms, CA 92277"
"$95,000",2bed,2bath,"1,100sqft",871sqft lot,"1600 E Clark Ave Spc 191, Santa Maria, CA 93455"
"$395,000",3bed,2bath,"1,445sqft",0.43acre lot,"3245 Stone Dr, Lakeport, CA 95453"
"$425,000",4bed,3.5bath,"1,736sqft","6,534sqft lot","46145 Willow Ln, Indio, CA 92201"
"$117,000",3bed,2bath,"1,200sqft","3,500sqft lot","14925 Great Southern Overland Stage Rte Unit D10, Julian, CA 93026"
"$1,595,000",3bed,3.5bath,"3,577sqft",0.84acre lot,"24942 Tyler Pl, Murrieta, CA 92562"
"$800,000",3bed,2bath,"3,055sqft","6,573sqft lot","19448 Kittridge St, Reseda, CA 91335"
"$769,900",3bed,2bath,"1,474sqft",0.31acre lot,"4234 Camino Paz, La Mesa, CA 91941"
"$899,000",2bed,2bath,"1,200sqft",0.76acre lot,"11120 Lake Blvd, Felton, CA 95018"
"$928,800",5bed,2.5bath,"3,164sqft","7,405sqft lot","1733 Partridge Ave, Upland, CA 91784"
"$1,098,500",4bed,2.5bath,"1,498sqft","5,800sqft lot","3862 Martha St, San Diego, CA 92117"
"$735,000",3bed,1.5bath,"1,030sqft","5,475sqft lot","1705 Napa St, Seaside, CA 93955"
"$599,000",2bed,2bath,919sqft,"4,635sqft lot","5390 Birchcroft St, Simi Valley, CA 93063"
"$995,000",4bed,3.5bath,"2,025sqft",917sqft lot,"1435 Sea Ln, San Pedro, CA 90732"
"$910,000",4bed,3.5bath,"1,828sqft",819sqft lot,"1419 Sea Ln, San Pedro, CA 90732"
"$480,000",3bed,2bath,"1,948sqft",0.45acre lot,"1493 N Katy Ln, Fresno, CA 93722"
"$168,000",2bed,2bath,"1,368sqft","3,920sqft lot","831 S Elk St, Hemet, CA 92543"
"$285,000",1bed,1bath,663sqft,1.95acre lot,"18530 Hatteras St Unit 118, Tarzana, CA 91356"
"$549,900",2bed,1bath,749sqft,"5,199sqft lot","1205 S Amantha Ave, Compton, CA 90220"
"$230,000",3bed,2bath,"1,344sqft","2,500sqft lot","12550 Main St, Hesperia, CA 92345"
"$520,000",4bed,3bath,"2,149sqft","2,758sqft lot","33842 Cansler Way, Yucaipa, CA 92399"
"$1,699,900",3bed,3bath,"2,130sqft","9,330sqft lot","6131 Flight Ave, Los Angeles, CA 90056"
"$700,000",5bed,2.5bath,"2,794sqft","6,534sqft lot","44753 Longfellow Ave, Temecula, CA 92592"
"$499,000",3bed,2bath,"1,155sqft",1.25acre lot,"555 Maine Ave Unit 304, Long Beach, CA 90802"
"$649,000",3bed,1bath,968sqft,"5,085sqft lot","12403 Cheshire St, Norwalk, CA 90650"
"$1,249,000",5bed,3bath,"2,846sqft","6,418sqft lot","8513 N Adir Dr, West Hills, CA 91304"
"$1,225,000",4bed,2bath,"1,480sqft","7,500sqft lot","10636 LA Perla Ave, Fountain Valley, CA 92708"
"$1,399,000",4bed,2bath,"1,641sqft","6,600sqft lot","2953 Andros St, Costa Mesa, CA 92626"
"$998,000",4bed,3bath,"2,188sqft","6,874sqft lot","471 Claro Dr, Walnut, CA 91789"
"$878,000",3bed,1.5bath,"1,316sqft","6,500sqft lot","321 Orange Grove Ave, Alhambra, CA 91803"
"$699,000",4bed,2.5bath,"2,254sqft","6,534sqft lot","3605 Lake Circle Dr, Fallbrook, CA 92028"
"$775,000",3bed,2bath,"1,176sqft",0.31acre lot,"1234 Orange Dr, Oxnard, CA 93036"
"$799,000",2bed,2.5bath,"1,750sqft","3,920sqft lot","1180 S Westlake Blvd Unit A, Westlake Village, CA 91361"
"$1,389,000",5bed,3.5bath,"3,277sqft",0.61acre lot,"2990 Crestview Dr, Norco, CA 92860"
"$1,200,000",3bed,3bath,"1,969sqft","8,064sqft lot","3825 S Cloverdale Ave, Los Angeles, CA 90008"
"$1,900,000",5bed,3bath,"3,845sqft",0.69acre lot,"72400 Tanglewood Ln, Rancho Mirage, CA 92270"
"$310,000",3bed,1bath,945sqft,"5,001sqft lot","6611 Cobble Dr, Winton, CA 95388"
"$443,000",3bed,2bath,"1,253sqft","5,998sqft lot","548 Buccaneer Ave, Oakdale, CA 95361"
"$410,000",3bed,2bath,"1,206sqft","9,043sqft lot","3103 Telegraph Ave, Stockton, CA 95204"
"$515,000",4bed,2.5bath,"2,086sqft","4,082sqft lot","110 Natalino Cir, Sacramento, CA 95835"
"$595,000",4bed,2.5bath,"2,460sqft","5,663sqft lot","606 Tule Goose Dr, Suisun City, CA 94585"
"$675,000",5bed,3bath,"2,553sqft","4,744sqft lot","1040 Sterling St, Vallejo, CA 94591"
"$997,000",4bed,5bath,"3,384sqft","9,836sqft lot","1880 Lornadell Ln, Santa Rosa, CA 95405"
"$1,095,000",4bed,2bath,"1,795sqft","8,803sqft lot","122 Golden Hinde Blvd, San Rafael, CA 94903"
"$999,900$189k",3bed,2bath,"1,514sqft","8,774sqft lot","2109 Rockne Dr, Concord, CA 94518"
"$599,000",3bed,2bath,"1,224sqft","8,925sqft lot","20544 Sherman Way, Canoga Park, CA 91306"
"$299,000",3bed,2bath,"1,344sqft",1.99acre lot,"9230 Sonora Rd, Phelan, CA 92371"
"$675,000",3bed,3bath,"1,902sqft","6,970sqft lot","22804 Crimson Ct, Corona, CA 92883"
"$399,000",3bed,1bath,"1,344sqft","6,970sqft lot","4413 Bouts Pkwy, Sacramento, CA 95823"
"$2,998,000",5bed,5.5bath,"5,418sqft",0.83acre lot,"4050 Yale St, Yorba Linda, CA 92886"
"$43,500",2bed,2bath,"1,080sqft","3,240sqft lot","351 Palm Canyon Dr Spc 70, Borrego Springs, CA 92004"
"$420,000",3bed,2bath,"1,075sqft","7,841sqft lot","1250 E Avenue R2, Palmdale, CA 93550"
"$5,425,000",3bed,3bath,"2,050sqft","6,055sqft lot","259 Via Concha, Aptos, CA 95003"
"$425,000",1bed,1bath,606sqft,0.29acre lot,"14850 Hesby St Unit 12, Sherman Oaks, CA 91403"
"$262,500",2bed,1bath,864sqft,"3,485sqft lot","361 6th St, Gustine, CA 95322"
"$450,000",4bed,3bath,"2,066sqft",0.29acre lot,"1032 Orange Ct, Lindsay, CA 93247"
"$1,049,000",1bed,2bath,"1,020sqft",0.3acre lot,"928 N Croft Ave Apt 302, Los Angeles, CA 90069"
"$549,900",3bed,3bath,"1,719sqft",2.21acre lot,"69236 Old Dale Rd, Twentynine Palms, CA 92277"
"$3,725,000",5bed,5.5bath,"4,400sqft","7,431sqft lot","465 S Orange Dr, Los Angeles, CA 90036"
"$1,400,000",5bed,3bath,"2,288sqft","5,401sqft lot","2670 Benedict St, Los Angeles, CA 90039"
"$1,429,000",3bed,2bath,"1,610sqft","6,746sqft lot","322 S Beachwood Dr, Burbank, CA 91506"
"$838,900",4bed,2bath,"1,479sqft","8,131sqft lot","9160 Valjean Ave, North Hills, CA 91343"
"$309,000",3bed,2bath,"1,437sqft","4,792sqft lot","1380 W Westmont Ave, Hemet, CA 92543"
"$590,000",3bed,1bath,"1,015sqft","9,001sqft lot","150 127th, Los Angeles, CA 90061"
"$360,000",3bed,3bath,"1,311sqft","7,841sqft lot","2505 Roy Ave, Crescent City, CA 95531"
"$1,599,000",3bed,2.5bath,"2,017sqft","5,000sqft lot","942 Birch St, Montara, CA 94037"
"$275,000",4bed,2bath,"1,316sqft","6,199sqft lot","617 Funston Way, Modesto, CA 95357"
"$640,000",3bed,1bath,"1,068sqft","6,485sqft lot","10247 Bowman Ave, South Gate, CA 90280"
"$1,250,000",3bed,2.5bath,"1,861sqft","7,113sqft lot","6869 Oakwood Dr, Oakland, CA 94611"
"$255,000",3bed,1.5bath,"1,323sqft","1,307sqft lot","7557 Burgoyne Ln, Sacramento, CA 95823"
"$695,000",5bed,3bath,"1,819sqft","5,600sqft lot","752 Quince Ct, Ontario, CA 91762"
"$574,900",2bed,2bath,920sqft,4.23acre lot,"10742 Dabney Dr Apt 56, San Diego, CA 92126"
"$227,995",4bed,1.5bath,"1,202sqft","6,969sqft lot","103 N Madison St, Taft, CA 93268"
"$499,999",5bed,4.5bath,"3,693sqft","7,841sqft lot","629 Peregrine Ln, San Jacinto, CA 92582"
"$975,000",3bed,3bath,"1,571sqft","6,692sqft lot","1452 Essex St, San Diego, CA 92103"
"$297,500",2bed,2bath,967sqft,"3,716sqft lot","6050 Ogden Nash Way, Sacramento, CA 95842"
"$475,000",9bed,2bath,"2,056sqft","2,056sqft lot","14137 Dye St, Sacramento, CA 95690"
"$989,000",6bed,4bath,"3,643sqft",0.25acre lot,"1050 Victory Ct, Oceanside, CA 92057"
"$565,000",3bed,2bath,"1,606sqft","7,906sqft lot","1000 Ackley Ct, Dixon, CA 95620"
"$699,000",2bed,2.5bath,"1,420sqft","3,045sqft lot","2676 3rd St Unit 1703, Livermore, CA 94550"
"$439,900",3bed,2bath,"1,304sqft","5,850sqft lot","1440 Holly Dr, Lodi, CA 95242"
"$585,000",4bed,2bath,"1,354sqft","5,931sqft lot","17412 Hemphill St, La Puente, CA 91744"
"$475,000",3bed,3bath,"1,345sqft","1,846sqft lot","2929 Randolph St, Huntington Park, CA 90255"
"$440,000",4bed,2bath,"1,680sqft","7,854sqft lot","1730 Holt Ave, Sanger, CA 93657"
"$499,000",4bed,4bath,"2,205sqft","7,100sqft lot","492 Thousand Pines Rd, Crestline, CA 92325"
"$875,000",3bed,3.5bath,"3,031sqft","3,485sqft lot","79690 Northwood, La Quinta, CA 92253"
"$689,000",4bed,2bath,"1,274sqft","5,998sqft lot","2337 S Towner St, Santa Ana, CA 92707"
"$439,000",3bed,2bath,"1,904sqft","9,148sqft lot","64955 Cotton Ct, Desert Hot Springs, CA 92240"
"$685,000",3bed,2.5bath,"1,904sqft","8,712sqft lot","4657 Valley Glen Dr, Corona, CA 92878"
"$645,990",5bed,3bath,"3,133sqft","5,562sqft lot","34191 Pink Pl, Winchester, CA 92596"
"$539,990",4bed,3bath,"2,387sqft","7,441sqft lot","5247 Miners Rd, Palmdale, CA 93552"
"$939,000",3bed,2bath,912sqft,"6,264sqft lot","674 N 4th St, San Jose, CA 95112"
"$359,000",4bed,3bath,"1,295sqft","4,791sqft lot","8608 Cape Flattery Dr, Bakersfield, CA 93312"
"$1,650,000",4bed,3bath,"3,515sqft","7,400sqft lot","475 Bay View Dr, Lake Arrowhead, CA 92352"
"$1,350,000",5bed,2.5bath,"2,741sqft",0.24acre lot,"4999 Via Aurora, Newbury Park, CA 91320"
"$14,450,000",4bed,3.5bath,"3,979sqft","9,942sqft lot","100 10th St, Del Mar, CA 92014"
"$310,000",3bed,1bath,"1,127sqft","5,125sqft lot","558 E Simpson Ave, Fresno, CA 93704"
"$611,990",4bed,3bath,"2,725sqft","5,828sqft lot","34196 Pink Pl, Winchester, CA 92596"
"$350,000",2bed,1bath,"1,001sqft","5,227sqft lot","3445 Truckee Way, Sacramento, CA 95817"
"$1,068,000",4bed,2bath,"1,352sqft","5,403sqft lot","119 S 26th St, San Jose, CA 95116"
"$1,499,900$200k",3bed,2.5+bath,"3,113sqft",6.11acre lot,"44760 Via Gorrion, Temecula, CA 92590"
"$119,000",2bed,1bath,"1,156sqft",172.75acre lot,"518-045 Highway 395, Ravendale, CA 96123"
"$799,999",3bed,2bath,"2,804sqft",40acre lot,"31425 Green Rd, Cloverdale, CA 95425"
"$795,000",5bed,4bath,"3,600sqft",89.11acre lot,"601-603 Tepusquet Rd, Santa Maria, CA 93454"
"$849,900",4bed,3.5bath,"2,578sqft","8,063sqft lot","5169 Chico Dr, Roseville, CA 95747"
"$399,000",3bed,2.5bath,"1,715sqft",0.83acre lot,"12709 Francis Dr, Grass Valley, CA 95949"
"$979,000",4bed,4.5bath,"3,019sqft","8,838sqft lot","2600 Fairbanks Ranch Rd, Turlock, CA 95382"
"$270,000",2bed,2bath,896sqft,1acre lot,"31022 Albion Ridge Rd, Albion, CA 95410"
"$405,740",4bed,2bath,"1,760sqft","6,832sqft lot","987 Shelbie Ave, Brawley, CA 92227"
"$110,000",3bed,2bath,"1,296sqft",0.3acre lot,"225 Juniper St, Dorris, CA 96023"
"$489,000",3bed,2bath,"1,697sqft",5acre lot,"19989 Highway 36 W, Red Bluff, CA 96080"
"$269,000",3bed,3bath,"1,590sqft","5,000sqft lot","20701 Beach Blvd Spc 220, Huntington Beach, CA 92648"
"$29,900",2bed,1bath,672sqft,"1,198sqft lot","225 N Akers St, Visalia, CA 93291"
"$565,790$29k",3bed,2.5bath,"1,869sqft","6,125sqft lot","3969 Salt Point Way, Rancho Cordova, CA 95742"
"$2,999,000",5bed,5.5bath,"7,280sqft",4.54acre lot,"15530 Blue Crystal Trl, Poway, CA 92064"
"$460,000",5bed,4bath,"1,986sqft",32.39acre lot,"46760 Los Gatos Rd, Coalinga, CA 93210"
"$379,900",3bed,2.5bath,"2,180sqft",4.83acre lot,"42706 Indian Oak, Caliente, CA 93518"
"$424,550$35k",4bed,2bath,"2,194sqft","7,552sqft lot","15806 W Crimson Ave, Kerman, CA 93630"
"$59,900",2bed,2bath,960sqft,1.37acre lot,"741-785 Cowboy Joe Rd, Doyle, CA 96109"
"$1,295,000",3bed,2.5bath,"1,867sqft","4,722sqft lot","1533 N Vista St Unit 101, Los Angeles, CA 90046"
"$950,000",3bed,2bath,"1,480sqft",10.12acre lot,"9980 Huasna Rd, Arroyo Grande, CA 93420"
"$1,998,000",5bed,3.5bath,"3,113sqft",0.46acre lot,"30 Donkey Flats Ct, Pleasant Hill, CA 94523"
"$3,370,000",4bed,3.5+bath,"4,053sqft",68acre lot,"12375 13th Ave, Hanford, CA 93230"
"$339,000",6bed,2bath,"2,994sqft",0.77acre lot,"245 N Roop St, Susanville, CA 96130"
"$575,000",2bed,2.5bath,"2,609sqft",0.4acre lot,"11192 Silver Willow Ln, Nevada City, CA 95959"
"$1,295,000",3bed,2.5bath,"1,867sqft","4,722sqft lot","1533 N Vista St Unit 101, Los Angeles, CA 90046"
"$295,000",3bed,1bath,860sqft,"7,405sqft lot","131 S Lake View St, Lone Pine, CA 93545"
"$369,000",3bed,1.5bath,"1,705sqft",0.32acre lot,"3916 Halsey Ave, Yuba City, CA 95993"
"$999,000",3bed,3.5bath,"2,609sqft",0.84acre lot,"20156 Pine Mountain Unit 4 Pml Dr Lot 129, Groveland, CA 95321"
"$3,370,000",4bed,3.5+bath,"4,053sqft",68acre lot,"12375 13th Ave, Hanford, CA 93230"
"$339,000",6bed,2bath,"2,994sqft",0.77acre lot,"245 N Roop St, Susanville, CA 96130"
"$575,000",2bed,2.5bath,"2,609sqft",0.4acre lot,"11192 Silver Willow Ln, Nevada City, CA 95959"
"$369,900$6k",5bed,4bath,"2,250sqft","8,259sqft lot","1351 Frankfort Ct, Merced, CA 95348"
"$3,450,000",6bed,6.5bath,"8,000sqft",33.03acre lot,"2825 Gates Canyon Rd, Vacaville, CA 95688"
"$650,000",4bed,3bath,"2,706sqft",1.09acre lot,"211 Hill St, Grass Valley, CA 95945"
"$215,000",2bed,1bath,"1,000sqft",19.8acre lot,"30 Walker Creek Rd, Seiad Valley, CA 96086"
"$950,000$50k",4bed,1bath,"1,857sqft","8,751sqft lot","1693 N Los Robles Ave, Pasadena, CA 91104"
"$650,000$50k",2bed,1bath,797sqft,"7,764sqft lot","15550 Bellflower Blvd, Bellflower, CA 90706"
"$574,900",3bed,2.5bath,"1,960sqft",10acre lot,"11485 Shepard Rd, Smartsville, CA 95977"
"$399,000",2bed,2bath,"1,440sqft","7,940sqft lot","29243 Lake Brook Ave, Cedar Glen, CA 92321"
"$479,000",2bed,2bath,"1,690sqft",40.32acre lot,"12510 Mid Mountain Rd, Potter Valley, CA 95469"
"$375,000",4bed,3bath,"2,564sqft",2.56acre lot,"22272 Saddleback Rd, Tehachapi, CA 93561"
"$549,900$10k",4bed,2bath,"2,339sqft","9,380sqft lot","969 Silverbrooke St, Kingsburg, CA 93631"
"$170,000",3bed,2bath,"1,344sqft","3,000sqft lot","1501 E Avenue I Spc 167, Lancaster, CA 93535"
"$699,000",2bed,2bath,"1,217sqft","2,025sqft lot","1049 Northoak Dr, Walnut Creek, CA 94598"
"$385,000",2bed,2.5bath,"1,151sqft",950sqft lot,"3303 Leiper Loop, Lincoln, CA 95648"
"$6,995,000",4bed,4.5bath,"4,000sqft",0.45acre lot,"1480 Summit Ave, Cardiff By The Sea, CA 92007"
"$564,000",3bed,2bath,"1,795sqft","4,495sqft lot","2129 Xavier Ln, Roseville, CA 95747"
"$1,098,000$100k",3bed,2bath,"1,619sqft","6,500sqft lot","35132 Buckingham Ct, Newark, CA 94560"
"$967,000",4bed,3bath,"2,936sqft",0.54acre lot,"24815 Oro Valley Rd, Auburn, CA 95602"
"$899,950$15k",3bed,2.5bath,"2,000sqft","7,518sqft lot","10021 Los Amigos Rd, Windsor, CA 95492"
"$335,000",1bed,1bath,"1,152sqft",0.33acre lot,"89 Mink Dr, Shelter Cove, CA 95589"
"$116,000",1bed,1bath,325sqft,"8,000sqft lot","14625 Mussey Grade Rd Unit R76, Ramona, CA 92065"
"$779,000",3bed,2bath,"1,831sqft","4,500sqft lot","1007 Del Roble Ln, Windsor, CA 95492"
"$209,000$20k",2bed,1.5bath,"1,472sqft","9,966sqft lot","45177 Rainbow Ranch Dr, California Hot Springs, CA 93207"
"$1,999,000",10bed,6bath,"4,800sqft",38acre lot,"13065 Johnson Rd, Orick, CA 95555"
"$28,995,000",5bed,6.5+bath,"12,730sqft",11.89acre lot,"31401 Mar Vista Ave, Laguna Beach, CA 92651"
"$100,000$50k",2bed,1bath,"1,055sqft","6,534sqft lot","563 Highland Ave, Alderpoint, CA 95511"
"$499,900$35k",3bed,2bath,"1,507sqft",1.44acre lot,"10343 Pheasant Ln, Penn Valley, CA 95946"
"$549,950",3bed,2.5bath,"1,856sqft",9.6acre lot,"6646 Golden Pines Rd, Kelseyville, CA 95451"
"$659,900",4bed,2bath,"1,844sqft","6,517sqft lot","1665 Aylesbury Way, Roseville, CA 95747"
"$699,990",5bed,4.5bath,"2,641sqft","8,191sqft lot","34093 Harcourt Dr, Winchester, CA 92596"
"$559,000",3bed,2.5bath,"2,496sqft",2.01acre lot,"20366 Lakeview Dr, Lakehead, CA 96051"
"$2,388,000",5bed,2.5+bath,"5,060sqft",14.51acre lot,"5920 Old School Rd, Danville, CA 94583"
"$694,950",4bed,3bath,"2,389sqft","8,817sqft lot","133 Privett Ct, Roseville, CA 95747"
"$899,900",4bed,2bath,"1,797sqft","7,523sqft lot","16311 Clymer St, Granada Hills, CA 91344"
"$485,000$44k",3bed,2.5bath,"2,457sqft",0.46acre lot,"14780 Eagle Ridge Dr, Forest Ranch, CA 95942"
"$2,398,000",4bed,5bath,"4,130sqft",1acre lot,"9769 Santina St, Rancho Cucamonga, CA 91737"
"$879,990",4bed,4bath,"3,004sqft","8,246sqft lot","441 Meadow Bloom Ct, Roseville, CA 95747"
"$899,900",3bed,4bath,"4,000sqft",78acre lot,"1338 County Road 17, Cedarville, CA 96104"
"$2,100,000",6bed,4.5bath,"5,570sqft",0.44acre lot,"427 Evening View Dr, Chula Vista, CA 91914"
"$339,000$16k",4bed,2bath,"1,469sqft","5,968sqft lot","2710 Brighton St, Imperial, CA 92251"
"$375,000$50k",3bed,2bath,"2,100sqft",19.99acre lot,"1941 Farmer Ranch Rd, Hayfork, CA 96041"
"$639,000",2bed,2bath,"1,077sqft",4.18acre lot,"594 W Huntington Dr Unit E, Arcadia, CA 91007"
"$295,000",3bed,2bath,"1,476sqft","2,400sqft lot","1150 Ventura Blvd Spc 28, Camarillo, CA 93010"
"$1,200,000",10bed,10bath,"4,257sqft","7,571sqft lot","432 S St Louis St, Los Angeles, CA 90033"
"$449,000",3bed,2bath,"1,153sqft","4,953sqft lot","9144 Laguna Center Cir, Elk Grove, CA 95758"
"$105,000",3bed,2bath,"1,056sqft","3,054sqft lot","14035 Rosedale Hwy Spc 99, Bakersfield, CA 93314"
"$375,000",3bed,2bath,"1,612sqft","6,534sqft lot","1138 Bottle Tree Way, Hemet, CA 92545"
"$439,000",4bed,3bath,"1,316sqft",0.25acre lot,"13904 Yellowstone Dr, Pine Mountain Club, CA 93225"
"$40,000",2bed,2bath,"1,152sqft","6,534sqft lot","1377 Arlington Rd Spc 4, Taylorsville, CA 95983"
"$790,000",6bed,3bath,"3,325sqft",0.32acre lot,"42240 Ridge View Dr, Lancaster, CA 93536"
"$475,000",2bed,2bath,943sqft,1.14acre lot,"805 Glenway Dr Unit 110, Inglewood, CA 90302"
"$699,999",3bed,2bath,"1,887sqft",0.51acre lot,"5700 Rachel Ln, Jurupa Valley, CA 91752"
"$1,395,000",3bed,2.5bath,"1,800sqft","3,500sqft lot","2764 Acton St, Berkeley, CA 94702"
"$615,000",3bed,2bath,"1,289sqft","6,299sqft lot","2760 Courtland Dr, Concord, CA 94520"
"$649,000",5bed,3bath,"2,644sqft","6,001sqft lot","12416 Raymond Ave, Los Angeles, CA 90044"
"$547,490",3bed,2bath,"1,753sqft","7,148sqft lot","1775 Butterfly Ln, Dixon, CA 95620"
"$599,999",4bed,3bath,"1,898sqft","7,531sqft lot","8003 Palermo Ct, Highland, CA 92346"
"$795,000",5bed,3bath,"2,828sqft",0.23acre lot,"45019 Starina St, Lake Elsinore, CA 92532"
"$495,351",4bed,2bath,"2,001sqft","8,712sqft lot","3351 Sam Brannan Way, Yuba City, CA 95993"
"$1,298,000",3bed,2bath,"1,095sqft","6,022sqft lot","2079 Brown Ave, Santa Clara, CA 95051"
"$750,000",3bed,2bath,"1,012sqft","5,854sqft lot","629 W Wardlow Rd, Long Beach, CA 90806"
"$350,000",2bed,1bath,822sqft,884sqft lot,"215 Stony Point Rd Apt A, Santa Rosa, CA 95401"
"$579,000",3bed,2.5bath,"2,545sqft","8,712sqft lot","11715 Caramella Cir, Bakersfield, CA 93311"
"$599,000",2bed,2.5bath,"1,068sqft",5.23acre lot,"5700 Baltimore Dr Unit 178, La Mesa, CA 91942"
"$2,550,000",4bed,4bath,"4,080sqft",0.3acre lot,"11939 Rhineland Ave, Truckee, CA 96161"
"$429,000",3bed,2bath,"1,971sqft",10acre lot,"35070 County Road 1, Lake City, CA 96115"
"$375,000",3bed,2bath,"1,155sqft","6,499sqft lot","3200 Clogston Way, Modesto, CA 95354"
"$299,000",2bed,2bath,"1,788sqft",0.3acre lot,"6219 Hogan Dr, Weed, CA 96094"
"$450,000",3bed,2bath,"1,941sqft",1acre lot,"8390 4th Ave, Hesperia, CA 92345"
"$459,000",3bed,2bath,"1,346sqft",0.49acre lot,"2555 Fairway Dr, Arnold, CA 95223"
"$469,000",2bed,1.5bath,948sqft,23.07acre lot,"2876 Meacham Ranch Rd, Angels Camp, CA 95222"
"$319,000",2bed,2bath,"1,278sqft","2,975sqft lot","11624 Pepper Ln, Apple Valley, CA 92308"
"$470,000",3bed,2bath,"2,138sqft","6,969sqft lot","608 Vermillion Dr, Bakersfield, CA 93312"
"$618,500",4bed,3bath,"2,274sqft",1.98acre lot,"10775 Mesquite St, Oak Hills, CA 92344"
"$480,570",3bed,3bath,"2,082sqft","8,347sqft lot","478 Knotgrass St, Hemet, CA 92543"
"$899,000",2bed,2bath,"1,114sqft","7,405sqft lot","45468 Panorama Dr, Palm Desert, CA 92260"
"$554,999",3bed,2bath,"1,231sqft","8,712sqft lot","3538 Roslyn St, Riverside, CA 92504"
"$617,000",3bed,2bath,"1,582sqft","6,098sqft lot","8738 Continental Dr, Riverside, CA 92504"
"$870,000",4bed,3bath,"1,837sqft","6,625sqft lot","906 Mentone Ave, Grover Beach, CA 93433"
"$1,025,000",4bed,3bath,"1,668sqft","7,620sqft lot","118 E Carter Ave, Sierra Madre, CA 91024"
"$439,000",3bed,2bath,"1,116sqft","1,307sqft lot","326 W Santa Elena Rd, Palm Springs, CA 92262"
"$770,000",5bed,2bath,"1,800sqft","6,800sqft lot","8572 Loretto Ave, Cotati, CA 94931"
"$599,999",4bed,2bath,"1,373sqft","8,276sqft lot","8569 Woodford Way, Riverside, CA 92504"
"$1,295,000",3bed,2bath,"1,433sqft",0.41acre lot,"13241 Davos Dr, Truckee, CA 96161"
"$835,000",3bed,3bath,"1,530sqft",1.39acre lot,"1832 Oak Tree Dr Apt 14, Los Angeles, CA 90041"
"$650,000",2bed,1bath,910sqft,"8,712sqft lot","44726 W 10th St, Lancaster, CA 93534"
"$2,399,000",4bed,3bath,"3,324sqft",4.46acre lot,"36420 Calle Puerta Bonita, Temecula, CA 92592"
"$1,499,000",3bed,2.5bath,"1,502sqft","2,015sqft lot","6757 Heath Ct, Carlsbad, CA 92011"
"$669,950",5bed,3bath,"2,639sqft","7,225sqft lot","10100 Wayfaring Dr, Stockton, CA 95219"
"$669,000",4bed,2bath,"1,467sqft","7,102sqft lot","7680 Jadeite Ave, Rancho Cucamonga, CA 91730"
"$1,500,000",4bed,3bath,"2,485sqft","5,390sqft lot","228 Bridgehead Ln, Hayward, CA 94544"
"$449,000",3bed,2bath,"1,425sqft","6,399sqft lot","920 W Tokay St, Lodi, CA 95240"
"$385,000",4bed,2bath,"1,257sqft","6,711sqft lot","1038 W Avenue J13, Lancaster, CA 93534"
