price,bed,bath,sqft,acre_sqft_lot,address
"$1,250,000",3bed,2bath,"1,388sqft","4,805sqft lot","707 N Avenue 54, Highland Park, CA 90042"
"$649,000",3bed,2bath,"1,025sqft","6,199sqft lot","12732 Daventry St, Pacoima, CA 91331"
"$385,000",4bed,2bath,"1,638sqft","7,841sqft lot","616 Lantana Ln, Imperial, CA 92251"
"$2,525,000",4bed,3bath,"2,689sqft","4,906sqft lot","7532 W 82nd St, Playa Del Rey, CA 90293"
"$779,000",4bed,3bath,"2,049sqft","7,606sqft lot","15101 Devonshire St, Mission Hills, CA 91345"
"$450,000",4bed,2bath,"1,768sqft","6,098sqft lot","1614 Arenas Ln, San Jacinto, CA 92583"
"$589,000",3bed,2.5bath,"1,739sqft","1,368sqft lot","43071 Avenida Cielo, Temecula, CA 92592"
"$335,000$15k",2bed,1bath,654sqft,"2,400sqft lot","1292 62nd Ave, Oakland, CA 94621"
"$425,000$15k",3bed,2bath,"1,602sqft",0.3acre lot,"4431 Resting Fawn Ct, Redding, CA 96001"
"$880,000",5bed,4bath,"4,181sqft",0.41acre lot,"1504 Cindee Ln, Colton, CA 92324"
"$659,000",3bed,1bath,"1,359sqft","6,800sqft lot","2412 E 20th St, National City, CA 91950"
"$269,000",3bed,1bath,"1,216sqft","5,663sqft lot","5654 Sampson Blvd, Sacramento, CA 95824"
"$2,995,000",4bed,5bath,"4,414sqft",2.28acre lot,"26525 Josel Dr, Canyon Country, CA 91387"
"$1,025,000",3bed,2bath,"1,654sqft","6,239sqft lot","5701 Agnes Ave, Valley Village, CA 91607"
"$400,000",2bed,1bath,"1,219sqft",1acre lot,"8832 Crawford Ave, Reedley, CA 93654"
"$965,000",4bed,3bath,"2,188sqft",1acre lot,"10005 Oak Knoll Dr, Oakdale, CA 95361"
"$849,000",3bed,2.5bath,"1,400sqft","4,984sqft lot","3217-19 Island Ave, San Diego, CA 92102"
"$580,000",4bed,2.5bath,"1,510sqft",7.84acre lot,"1405 N Broadway Unit F, Escondido, CA 92026"
"$675,000",3bed,2bath,"1,875sqft","6,299sqft lot","1624 Sausalito Dr, Hollister, CA 95023"
"$1,050,000",3bed,2bath,"1,570sqft","6,307sqft lot","1720 W 9th St, San Pedro, CA 90732"
"$1,199,000",2bed,2.5bath,"2,005sqft","2,614sqft lot","548 N Indian Canyon Dr, Palm Springs, CA 92262"
"$540,000",3bed,1.5bath,"1,328sqft",0.47acre lot,"3210 Dows Prairie Rd, McKinleyville, CA 95519"
"$619,000",6bed,4bath,"3,122sqft",0.36acre lot,"470 Meadowlark Ln, Perris, CA 92570"
"$408,500",2bed,2bath,"1,768sqft","5,157sqft lot","10313 Lakeshore Dr, Apple Valley, CA 92308"
"$1,099,000",3bed,2bath,"1,462sqft",0.23acre lot,"1055 E Louise Dr, Palm Springs, CA 92262"
"$698,000",4bed,2bath,"1,140sqft","6,177sqft lot","654 Banbridge Ave, La Puente, CA 91744"
"$380,000",2bed,2bath,"1,417sqft","4,792sqft lot","1536 Newburg Rd, Fortuna, CA 95540"
"$1,499,000",4bed,3bath,"2,448sqft","4,758sqft lot","13 Via Abajar, San Clemente, CA 92673"
"$549,900",5bed,2.5bath,"2,721sqft","5,663sqft lot","15220 Adobe Way, Moreno Valley, CA 92555"
"$629,900",3bed,2bath,"1,286sqft","4,500sqft lot","7268 Travis Pl, Rancho Cucamonga, CA 91739"
"$2,200,000",4bed,2bath,"2,890sqft",56.95acre lot,"6050 York Mountain Rd, Templeton, CA 93465"
"$2,100,000",8bed,5bath,"4,134sqft","8,400sqft lot","41785 Switzerland Dr, Big Bear Lake, CA 92315"
"$2,100,000",8bed,5bath,"4,134sqft","8,400sqft lot","41785 Switzerland Dr, Big Bear Lake, CA 92315"
"$698,000",4bed,3bath,"1,851sqft","8,778sqft lot","9970 Santa Anita Ave, Montclair, CA 91763"
"$465,000",4bed,2bath,"2,002sqft",0.29acre lot,"10834 Avenida Frasca Dr, Bakersfield, CA 93311"
"$565,000",4bed,2.5bath,"1,885sqft","9,148sqft lot","11975 Athens Dr, Moreno Valley, CA 92557"
"$729,000",4bed,3.5bath,"2,847sqft","6,098sqft lot","45550 Seagull Way, Temecula, CA 92592"
"$999,000",3bed,2bath,"2,356sqft",0.39acre lot,"4316 Merritt Blvd, La Mesa, CA 91941"
"$625,000",2bed,3bath,"1,596sqft",871sqft lot,"721 E Arenas Rd, Palm Springs, CA 92262"
"$2,450,000",4bed,3.5+bath,"2,303sqft",0.91acre lot,"3914 Antone Rd, Santa Barbara, CA 93110"
"$579,000",4bed,3bath,"2,682sqft","7,913sqft lot","725 Orestimba Peak Dr, Newman, CA 95360"
"$649,000",3bed,2bath,"1,832sqft","6,000sqft lot","243 Alyssum Cir, Nipomo, CA 93444"
"$389,000",3bed,2bath,"1,235sqft","6,704sqft lot","7201 LA Luna Ct, Citrus Heights, CA 95621"
"$730,000",3bed,3bath,"2,225sqft","8,276sqft lot","20 Park Mirage Ln, Rancho Mirage, CA 92270"
"$750,000",4bed,2.5bath,"2,061sqft",0.29acre lot,"102 Coffee Berry Ct, Folsom, CA 95630"
"$1,698,000",4bed,3bath,"2,156sqft",1.14acre lot,"135 Coon Heights Rd, Ben Lomond, CA 95005"
"$1,200,000",4bed,3bath,"1,890sqft",0.25acre lot,"241 N Farrell Dr, Palm Springs, CA 92262"
"$515,000$4k",5bed,3.5bath,"3,073sqft","5,001sqft lot","11577 Gayneswood St, Victorville, CA 92392"
"$143,000",2bed,2bath,840sqft,"3,100sqft lot","1 Circle A Dr, Palm Desert, CA 92260"
"$799,000",3bed,2bath,"1,204sqft","7,039sqft lot","8747 E Duarte Rd, San Gabriel, CA 91775"
"$5,495,000",5bed,5.5bath,"7,000sqft",2.4acre lot,"6560 Poco Lago, Rancho Santa Fe, CA 92067"
"$2,199,000",5bed,2.5bath,"2,956sqft",0.52acre lot,"18622 Amate Cir, Villa Park, CA 92861"
"$885,000",4bed,2bath,"1,871sqft","8,988sqft lot","801 Inverness Ave, Glendora, CA 91740"
"$950,000",5bed,2bath,"2,168sqft","7,425sqft lot","613 S Vicki Ln, Anaheim, CA 92804"
"$5,150,000",4bed,4.5bath,"3,800sqft","2,818sqft lot","60 Clarendon Ave, San Francisco, CA 94114"
"$1,650,000",2bed,2bath,"1,046sqft",1.1acre lot,"280 Spear St Unit 19D, San Francisco, CA 94105"
"$495,000",3bed,2bath,"1,651sqft","7,902sqft lot","3509 Rexford Dr, Modesto, CA 95356"
"$1,785,000",4bed,3bath,"2,923sqft",0.26acre lot,"75497 Palm Shadow Dr, Indian Wells, CA 92210"
"$450,000",2bed,1bath,886sqft,0.39acre lot,"9720 Oak Grove Dr, Descanso, CA 91916"
"$995,000",3bed,2bath,"1,933sqft","4,717sqft lot","21342 Tarraco, Mission Viejo, CA 92692"
"$574,990",4bed,3bath,"2,753sqft",0.25acre lot,"2538 N Carriage Ave, Fresno, CA 93727"
"$1,100,000",4bed,3bath,"2,634sqft","7,122sqft lot","25529 Paine Cir, Stevenson Ranch, CA 91381"
"$695,000",2bed,1bath,826sqft,12.15acre lot,"5207 Village Grn, Los Angeles, CA 90016"
"$520,000",4bed,2.5bath,"1,971sqft","7,683sqft lot","782 E Avenue K4, Lancaster, CA 93535"
"$1,014,000",3bed,2.5bath,"2,846sqft",28.31acre lot,"16243 Sonora Rd, Oakdale, CA 95361"
"$1,699,000",4bed,5bath,"3,665sqft",0.37acre lot,"12 Collegiate Cir, Rancho Mirage, CA 92270"
"$399,000",3bed,2bath,"2,094sqft",0.57acre lot,"15747 Mondamon Rd, Apple Valley, CA 92307"
"$1,250,000",3bed,2.5bath,"2,448sqft","7,500sqft lot","24342 Cardinal Pl, Lake Forest, CA 92630"
"$2,495,000",5bed,4.5bath,"5,265sqft",1.12acre lot,"22549 N Summit Ridge Cir, Chatsworth, CA 91311"
"$899,000",3bed,2bath,"1,352sqft","5,275sqft lot","479 Hillcrest Ave, Livermore, CA 94550"
"$775,000",3bed,2bath,"1,615sqft","9,000sqft lot","118 W Branch St, Nipomo, CA 93444"
"$789,000",3bed,1bath,"1,338sqft","5,720sqft lot","111 N Marian St, La Habra, CA 90631"
"$549,000",4bed,2bath,"1,796sqft",1.19acre lot,"26501 Olson Ave, Hemet, CA 92545"
"$355,000",3bed,2bath,"1,403sqft","5,663sqft lot","14272 Gray Fox Ln, Victorville, CA 92394"
"$1,399,988",5bed,3bath,"2,655sqft","6,600sqft lot","4904 E Somerton Ave, Orange, CA 92867"
"$200,000",2bed,2bath,"1,500sqft",11.03acre lot,"3660 Walnut Blvd Trlr 35, Brentwood, CA 94513"
"$245,000",3bed,3.5bath,"1,905sqft",2.49acre lot,"4612 Lodoga Stonyford Rd, Stonyford, CA 95979"
"$319,000",4bed,2bath,"1,959sqft",0.41acre lot,"3160 Springe St, Nice, CA 95464"
"$1,150,000",2bed,1bath,750sqft,"1,300sqft lot","283 Madrid St, San Francisco, CA 94112"
"$1,599,999",5bed,3.5bath,"3,194sqft",0.61acre lot,"1917 Myrtle Ct, Concord, CA 94521"
"$514,000",3bed,3.5bath,"2,288sqft",2.5acre lot,"33032 Mill Creek Way, Coarsegold, CA 93614"
"$449,000",1bed,1bath,665sqft,"8,745sqft lot","449 Jeffries St, Big Bear Lake, CA 92315"
"$789,500",3bed,2.5bath,"2,927sqft","5,663sqft lot","2734 Redbridge Rd, Tracy, CA 95377"
"$699,000",3bed,2.5bath,"2,806sqft","8,276sqft lot","34791 Serissa Ct, Murrieta, CA 92563"
"$94,900",3bed,2bath,"1,144sqft",0.25acre lot,"44121 N Shadow Way, Desert Center, CA 92239"
"$499,900",2bed,1bath,"1,050sqft","7,200sqft lot","1056 Willow Ln, Big Bear City, CA 92314"
"$499,000",3bed,2bath,"1,171sqft","2,614sqft lot","1056 Border Ave, Corona, CA 92882"
"$899,000",3bed,2.5bath,"1,826sqft","4,208sqft lot","1938 Viewpointe Cir, Santa Rosa, CA 95403"
"$1,295,000",4bed,3bath,"2,946sqft",0.24acre lot,"26623 Hillcrest Ln, Lake Arrowhead, CA 92352"
"$455,000",4bed,2bath,"1,850sqft",0.44acre lot,"7602 Newhall Ave, Hesperia, CA 92345"
"$620,000",3bed,3bath,"2,227sqft","4,792sqft lot","749 Inverness Dr, Rancho Mirage, CA 92270"
"$539,900",4bed,2.5bath,"1,931sqft","7,841sqft lot","24291 Bairndale Dr, Moreno Valley, CA 92553"
"$369,900",2bed,2.5bath,"1,341sqft","1,341sqft lot","15868 Lasselle St Unit C, Moreno Valley, CA 92551"
"$1,188,888",5bed,4bath,"3,150sqft","6,581sqft lot","19 W Pine St, Alhambra, CA 91801"
"$535,000",2bed,2bath,"1,304sqft",0.7acre lot,"5339 Newcastle Ave Unit 211, Encino, CA 91316"
"$530,000",3bed,1bath,924sqft,"3,361sqft lot","1437 W 59th Pl, Los Angeles, CA 90047"
"$595,000",4bed,2bath,"1,144sqft","5,978sqft lot","19109 Delight St, Canyon Country, CA 91351"
"$575,000",3bed,2bath,"1,557sqft","5,227sqft lot","19908 Westerly Dr, Riverside, CA 92508"
"$769,000",4bed,2bath,"1,580sqft","5,007sqft lot","4831 Klamath Pl, Los Angeles, CA 90032"
"$900,000",3bed,3bath,"1,874sqft","7,179sqft lot","13606 Crewe St, Valley Glen, CA 91405"
"$499,999",3bed,3bath,"1,805sqft","6,103sqft lot","36715 Little Leaf Dr, Palmdale, CA 93550"
"$475,000",2bed,2bath,"1,134sqft",2.9acre lot,"5980 Dandridge Ln Unit 227, San Diego, CA 92115"
"$499,900",3bed,2bath,"1,640sqft",0.25acre lot,"875 Edgar Ave, Beaumont, CA 92223"
"$434,900",3bed,2.5bath,"2,188sqft","7,200sqft lot","15853 Desert Pass St, Adelanto, CA 92301"
"$499,999",3bed,2bath,"1,980sqft",0.46acre lot,"19075 Bay Meadows Dr, Apple Valley, CA 92308"
"$149,950",3bed,2bath,"1,250sqft","2,300sqft lot","8111 Stanford Ave Spc 123, Garden Grove, CA 92841"
"$650,000",3bed,2.5bath,"2,707sqft",0.23acre lot,"24471 Texican Cir, Menifee, CA 92584"
"$425,000",3bed,2bath,"1,428sqft","7,841sqft lot","1778 N Ann St, San Jacinto, CA 92583"
"$574,500",3bed,2.5bath,"2,080sqft",1acre lot,"84 Our Way, Chico, CA 95973"
"$565,000",3bed,2bath,"2,187sqft",0.25acre lot,"2045 N Palm Ave, Rialto, CA 92377"
"$28,995,000",7bed,10bath,"8,438sqft","6,000sqft lot","2258 Channel Rd, Newport Beach, CA 92661"
"$499,000",3bed,2.5bath,"1,733sqft","6,534sqft lot","15449 Canyonstone Dr, Moreno Valley, CA 92551"
"$419,000",3bed,2bath,"1,448sqft","8,925sqft lot","3875 Arlington Dr, San Bernardino, CA 92404"
"$399,990$10k",2bed,2bath,"1,103sqft","6,098sqft lot","1474 Fallbrook Ave, Hemet, CA 92545"
"$475,000",4bed,2bath,"1,248sqft","7,841sqft lot","66199 Avenida Suenos, Desert Hot Springs, CA 92240"
"$630,000",5bed,3bath,"2,316sqft","6,534sqft lot","7210 Hillcrest Ct, Highland, CA 92346"
"$399,900",3bed,1bath,825sqft,"8,500sqft lot","19380 Jurupa Ave, Bloomington, CA 92316"
"$299,900",2bed,1.5bath,"1,054sqft","5,001sqft lot","1317 E Church St, Stockton, CA 95205"
"$375,000",2bed,1bath,766sqft,"3,485sqft lot","13168 Oak Dell St, Moreno Valley, CA 92553"
"$639,000",3bed,2bath,"1,375sqft","5,600sqft lot","4239 Massachusetts Ave, San Diego, CA 91941"
"$760,000",3bed,2.5bath,"1,700sqft",0.46acre lot,"19875 Bedford Canyon Rd, Corona, CA 92881"
"$1,200,000",3bed,3bath,"1,900sqft",2.07acre lot,"7835 Conejo Ave, Joshua Tree, CA 92252"
"$999,999",3bed,3bath,"1,356sqft",3.91acre lot,"1349 E Grand Ave Unit B, El Segundo, CA 90245"
"$800,000",2bed,1bath,"1,220sqft","9,244sqft lot","1440 Via Zurita St, Claremont, CA 91711"
"$790,000",4bed,2.5bath,"1,394sqft","5,294sqft lot","401 E Pacific Coast Hwy, Long Beach, CA 90806"
"$589,900",2bed,1bath,"1,168sqft","3,714sqft lot","3148 Pluma St, Lynwood, CA 90262"
"$2,750,000",8bed,9.5bath,"6,612sqft",0.88acre lot,"1179 Oriole Rd, Wrightwood, CA 92397"
"$1,139,000",5bed,3bath,"2,040sqft","4,750sqft lot","5201 Toulouse Dr, La Palma, CA 90623"
"$699,000",3bed,2bath,"1,200sqft","2,042sqft lot","447 Via De Leon, Placentia, CA 92870"
"$2,390,000",5bed,5bath,"5,618sqft",0.73acre lot,"19857 Cristo Ln, Rowland Heights, CA 91748"
"$499,000",3bed,1.5bath,"1,064sqft","7,397sqft lot","1455 N El Dorado Ave, Ontario, CA 91764"
"$1,495,000",4bed,2bath,"1,924sqft","2,372sqft lot","310 Whittley Ave Unit A, Avalon, CA 90704"
"$1,648,000",4bed,4bath,"2,619sqft","8,583sqft lot","232 S Heliotrope Ave, Monrovia, CA 91016"
"$1,699,000",5bed,4bath,"3,139sqft","7,357sqft lot","28971 Via Hacienda, San Juan Capistrano, CA 92675"
"$799,000",5bed,2bath,"1,967sqft","6,018sqft lot","8853 Calmosa Ave, Whittier, CA 90605"
"$829,999",3bed,1bath,"1,015sqft","5,401sqft lot","3020 Oregon Ave, Long Beach, CA 90806"
"$1,499,000",4bed,3bath,"1,882sqft","6,505sqft lot","265 E Claiborne Pl, Long Beach, CA 90807"
"$639,000",3bed,2bath,"1,157sqft","6,300sqft lot","6412 Parkside Ave, San Diego, CA 92139"
"$1,025,000",3bed,2bath,"1,379sqft","5,546sqft lot","3038 Heather Rd, Long Beach, CA 90808"
"$479,500",2bed,1bath,806sqft,7.2acre lot,"6587 Bell Bluff Ave, San Diego, CA 92119"
"$698,000",2bed,2bath,"1,088sqft",0.62acre lot,"10521 National Blvd Apt 201, Los Angeles, CA 90034"
"$849,900",5bed,3.5bath,"3,521sqft",0.25acre lot,"5226 Crystal Cove Dr, Rancho Cordova, CA 95742"
"$320,000",2bed,1bath,"1,096sqft","4,792sqft lot","1352 South Ave, Sacramento, CA 95838"
"$409,999",3bed,2.5bath,"1,464sqft","3,200sqft lot","823 Beauregard Ln, Clovis, CA 93619"
"$925,000",3bed,2.5bath,"1,819sqft","4,011sqft lot","16228 Silverleaf Dr, San Lorenzo, CA 94580"
"$399,000",2bed,2.5bath,"1,276sqft",1.3acre lot,"13588 Hoyito Cir, La Grange, CA 95329"
"$450,000",3bed,2bath,"1,400sqft",0.92acre lot,"5862 Rupert Ave, Marysville, CA 95901"
"$629,000",3bed,2.5bath,"1,328sqft","1,899sqft lot","15 Breen Way, Cotati, CA 94931"
"$995,000",3bed,2bath,994sqft,"1,551sqft lot","606 N Van Ness Ave, Los Angeles, CA 90004"
"$789,000",2bed,1bath,"1,023sqft","3,946sqft lot","1151 Alabama St, San Francisco, CA 94110"
"$390,000",4bed,2bath,"1,642sqft","8,407sqft lot","1830 W Berkshire Ln, Hanford, CA 93230"
"$370,000$6k",5bed,3bath,"2,368sqft","7,199sqft lot","2808 Tulare Ave W, Visalia, CA 93277"
"$389,000",3bed,3bath,"1,353sqft",0.27acre lot,"69777 Sugarloaf Ave, Mountain Center, CA 92561"
"$3,800,000",4bed,4bath,"3,293sqft","9,814sqft lot","310 E Matilija Ave, Ojai, CA 93023"
"$579,000",4bed,3bath,"2,771sqft","6,299sqft lot","410 L St, Rio Linda, CA 95673"
"$875,000",4bed,3.5bath,"2,549sqft",0.25acre lot,"926 Cologne Ct, Lodi, CA 95242"
"$675,000",4bed,3.5bath,"3,183sqft",0.27acre lot,"2506 Sherwood Ave, Modesto, CA 95350"
"$630,000",4bed,2.5bath,"2,116sqft","8,712sqft lot","8070 Vintage Way, Fair Oaks, CA 95628"
"$795,000",3bed,2.5bath,"2,103sqft","5,998sqft lot","929 Hudis St, Rohnert Park, CA 94928"
"$724,900",2bed,2.5bath,"2,640sqft","9,148sqft lot","218 Rock Ridge Ln, Copperopolis, CA 95228"
"$449,000",1bed,1bath,832sqft,2.65acre lot,"271 Church Ln, Carlotta, CA 95528"
"$1,479,000",2bed,2bath,"1,330sqft",13.53acre lot,"2112 Century Park Ln Unit 113, Los Angeles, CA 90067"
"$375,000",2bed,1bath,590sqft,"9,570sqft lot","3469 N E St, San Bernardino, CA 92405"
"$375,000",3bed,2bath,"1,024sqft","7,283sqft lot","2417 Roble Ave, Modesto, CA 95354"
"$1,225,000",3bed,2.5bath,"1,675sqft","7,532sqft lot","6179 Le Sage Ave, Woodland Hills, CA 91367"
"$399,999",2bed,1.5bath,910sqft,1.91acre lot,"9318 Van Nuys Blvd Unit 25, Panorama City, CA 91402"
"$449,900",3bed,2.5bath,"2,071sqft","6,534sqft lot","3409 Jaguar Ct, Rosamond, CA 93560"
"$950,000",4bed,3bath,"2,324sqft","5,401sqft lot","2335 Summercreek Way, Escondido, CA 92029"
"$598,000",4bed,3bath,"1,776sqft","2,440sqft lot","1601 Marina Dr, Lathrop, CA 95330"
"$289,900",2bed,2bath,"1,708sqft",0.53acre lot,"20267 Little Valley Rd Unit 13-236, Groveland, CA 95321"
"$1,185,900",4bed,3bath,"1,928sqft","1,369sqft lot","5668 Belleza Dr, Pleasanton, CA 94588"
"$639,000",3bed,2.5bath,"1,997sqft",5acre lot,"19230 Mountain View Way, Volcano, CA 95689"
"$449,000",4bed,2.5bath,"2,599sqft","9,147sqft lot","10900 Laramie Peak Dr, Bakersfield, CA 93311"
"$400,000",3bed,2bath,"1,637sqft","7,304sqft lot","2542 Plumwood Way, Madera, CA 93637"
"$369,000",3bed,1.5bath,925sqft,0.4acre lot,"3369 D St, Eureka, CA 95503"
"$560,000",2bed,2bath,"1,988sqft","5,663sqft lot","26648 Opalescent Dr, Menifee, CA 92584"
"$394,658",3bed,2bath,"1,388sqft","2,988sqft lot","2951 Chavez Ln, Richmond, CA 94804"
"$284,900",2bed,1.5bath,"1,036sqft","8,520sqft lot","817 W Robinson Ave, Fresno, CA 93705"
"$194,900",2bed,1bath,820sqft,741sqft lot,"1819 S Cherokee Ln Apt 74, Lodi, CA 95240"
"$765,000",5bed,4bath,"3,517sqft","6,800sqft lot","3444 Keystone Loop, Discovery Bay, CA 94505"
"$390,000",2bed,2bath,987sqft,9.72acre lot,"23515 Lyons Ave Unit 161, Valencia, CA 91355"
"$990,000",4bed,3.5bath,"3,311sqft",0.65acre lot,"8059 Terraza Ct, Riverside, CA 92508"
"$695,000",5bed,3.5bath,"3,319sqft","7,279sqft lot","6541 Brook Hollow Cir, Stockton, CA 95219"
"$1,417,000",2bed,2bath,"1,340sqft",13.53acre lot,"2112 Century Park Ln Unit 415, Los Angeles, CA 90067"
"$829,900",3bed,2.5bath,"1,864sqft","1,864sqft lot","24 Valley Crest Rd, Simi Valley, CA 93065"
"$808,000",6bed,3bath,"3,287sqft","7,219sqft lot","7584 Yellow Iris Ct, Fontana, CA 92336"
"$430,000",3bed,2bath,"1,238sqft","2,000sqft lot","508 N Imperial Ave Apt B, Ontario, CA 91764"
"$490,000",2bed,2bath,"1,094sqft",0.35acre lot,"7801 Califonia Ave Unit B, Huntington Park, CA 90255"
"$1,419,000",2bed,3bath,"1,565sqft",13.53acre lot,"2122 Century Park Ln Apt 102, Los Angeles, CA 90067"
"$1,250,000",4bed,4.5bath,"3,752sqft",0.31acre lot,"7127 Vista De Oro, La Verne, CA 91750"
"$720,000",4bed,2.5bath,"1,418sqft","3,500sqft lot","7061 Pizzoli Pl, Rancho Cucamonga, CA 91701"
"$925,000",4bed,2bath,"1,840sqft",0.29acre lot,"1704 Morning Sun Ave, Walnut, CA 91789"
"$1,049,000",3bed,2bath,"2,125sqft","5,227sqft lot","13833 Sherman Blvd, East Garrison, CA 93933"
"$1,800,000",4bed,5bath,"3,811sqft",0.49acre lot,"19 Dominion Ct, Rancho Mirage, CA 92270"
"$600,000$50k",3bed,1bath,"1,008sqft","5,432sqft lot","902 E Nordby St, Carson, CA 90746"
"$1,450,000",2bed,2.5bath,"1,840sqft","5,702sqft lot","3740 Barbara St, San Pedro, CA 90731"
"$6,520,000",6bed,8bath,"10,260sqft",0.65acre lot,"340 W Le Roy Ave, Arcadia, CA 91007"
"$899,000",3bed,2bath,"1,460sqft","9,814sqft lot","304 W Juanita Ave, Glendora, CA 91740"
"$860,322",2bed,2bath,"1,730sqft","3,925sqft lot","2008 White Oak Dr, Hollister, CA 95023"
"$1,199,000",4bed,2bath,"2,167sqft","8,760sqft lot","2716 Puente St, Fullerton, CA 92835"
"$1,450,000",5bed,2.5bath,"2,622sqft",0.28acre lot,"6101 Rod Ave, Woodland Hills, CA 91367"
"$3,000,000",4bed,5bath,"3,726sqft",0.33acre lot,"1177 E Sierra Way, Palm Springs, CA 92264"
"$1,438,888",4bed,3bath,"1,582sqft","5,525sqft lot","647 Patoma Ct, Fremont, CA 94536"
"$2,995,000",5bed,5bath,"2,920sqft","4,587sqft lot","12836 Gilmore Ave, Los Angeles, CA 90066"
"$2,699,000",4bed,4.5bath,"2,850sqft","5,602sqft lot","4425 Bellingham Ave, Studio City, CA 91604"
"$899,950",5bed,3.5bath,"4,274sqft","7,503sqft lot","522 Bloom Ln, Clovis, CA 93619"
"$899,900$69k",3bed,3bath,"2,272sqft","3,408sqft lot","1901 Bautista Way, Petaluma, CA 94952"
"$89,500",2bed,1.5bath,"2,232sqft",0.32acre lot,"124 Lake Dr, Bodfish, CA 93205"
"$770,000",2bed,1bath,600sqft,40acre lot,"38340 Pine Mountain Rd, Hopland, CA 95449"
"$205,000",1bed,1bath,600sqft,800sqft lot,"1470 Northwood Rd # M10243, Seal Beach, CA 90740"
"$509,000",2bed,2bath,"1,408sqft","4,731sqft lot","1284 Esplanade Ln, Lincoln, CA 95648"
"$675,000",4bed,3bath,"2,439sqft","5,514sqft lot","1722 Pagola Ave, Manteca, CA 95337"
"$1,088,000",13bed,3bath,"4,000sqft","7,200sqft lot","618 Lemon St, Vallejo, CA 94590"
"$350,000",2bed,1bath,766sqft,8.5acre lot,"6030 Nevada Ave Apt 5, Woodland Hills, CA 91367"
"$375,000",4bed,3bath,"2,640sqft",1.85acre lot,"16315 County Road 71, Alturas, CA 96101"
"$549,500",3bed,2bath,"1,512sqft",9.61acre lot,"10716 Peoria Rd, Browns Valley, CA 95918"
"$85,000",2bed,2bath,975sqft,"3,001sqft lot","324 Magnolia Ave, Lemoore, CA 93245"
"$189,900",3bed,2bath,812sqft,"3,000sqft lot","400 Greenfield Dr, El Cajon, CA 92021"
"$710,000",3bed,2bath,"1,237sqft","6,998sqft lot","10095 Jacoby Rd, Spring Valley, CA 91977"
"$725,000",3bed,2bath,"1,446sqft","5,663sqft lot","2816 Marty Way, Sacramento, CA 95818"
"$975,000$125k",4bed,2.5bath,"1,795sqft","7,400sqft lot","927 S Mancos Pl, Anaheim, CA 92806"
"$725,000",3bed,2bath,"1,288sqft","9,200sqft lot","9954 Kincaid St, Santee, CA 92071"
"$1,435,000",3bed,2bath,"1,330sqft","6,061sqft lot","3692 31st St, San Diego, CA 92104"
"$949,000",3bed,2.5bath,"2,117sqft","6,955sqft lot","189 Brisco Rd Unit A, Arroyo Grande, CA 93420"
"$949,000",4bed,2.5bath,"2,224sqft","3,960sqft lot","189 Brisco Rd Unit B, Arroyo Grande, CA 93420"
"$999,000",4bed,3bath,"2,743sqft",0.24acre lot,"6212 Sacramento Ave, Rancho Cucamonga, CA 91701"
"$5,950,000",3bed,4.5bath,"4,204sqft",0.29acre lot,"854 N Orlando Ave, Los Angeles, CA 90069"
"$330,900",3bed,2bath,"1,576sqft","9,567sqft lot","3471 Golf Club Rd, Clearlake, CA 95422"
"$620,000",2bed,2bath,848sqft,3.16acre lot,"7180 Shoreline Dr Unit 5213, San Diego, CA 92122"
"$490,000",5bed,3bath,"2,570sqft",0.52acre lot,"21215 Merlot Ln, Apple Valley, CA 92308"
"$599,000",3bed,1bath,"1,080sqft","6,016sqft lot","17055 Gault St, Lake Balboa, CA 91406"
"$680,000",3bed,2.5bath,"1,681sqft","5,700sqft lot","6242 Callaway Pl, Rancho Cucamonga, CA 91737"
"$650,000",4bed,1bath,"1,476sqft","5,950sqft lot","3508 W Repetto Ave, Montebello, CA 90640"
"$499,000",4bed,2bath,"1,370sqft","6,399sqft lot","6942 Palm Ave, Fair Oaks, CA 95628"
"$299,000",3bed,2bath,"1,404sqft",2.8acre lot,"10308 Collins Dr, Montague, CA 96064"
"$749,900",2bed,2bath,"1,498sqft","2,178sqft lot","3201 Village 3, Camarillo, CA 93012"
"$795,000",2bed,2bath,"1,181sqft",0.77acre lot,"7135 Hollywood Blvd Apt 210, Los Angeles, CA 90046"
"$869,900",4bed,3bath,"3,089sqft","6,513sqft lot","2049 N Brower St, Simi Valley, CA 93065"
"$2,490,000",3bed,2bath,"1,952sqft","6,200sqft lot","6501 Lindenhurst Ave, Los Angeles, CA 90048"
"$405,000",3bed,2bath,"1,451sqft","7,841sqft lot","4037 Don Julio Blvd, North Highlands, CA 95660"
"$640,000",3bed,2bath,"1,921sqft","7,000sqft lot","1206 Shadow Meadow Way, Paso Robles, CA 93446"
"$659,000",2bed,3bath,"1,888sqft","6,517sqft lot","37261 Mojave Sage St, Palm Desert, CA 92211"
"$1,350,000",3bed,3bath,"2,641sqft",1.3acre lot,"16241 Ravenglen Rd, Canyon Country, CA 91387"
"$495,000",4bed,2bath,"1,457sqft","7,560sqft lot","3085 Mirada Rd, Highland, CA 92346"
"$795,000",4bed,2.5bath,"2,139sqft","5,500sqft lot","930 LA Vuelta Pl, Santa Paula, CA 93060"
"$549,000",3bed,2bath,"1,440sqft","6,825sqft lot","2948 El Paso Way, Antioch, CA 94509"
